Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,EmployeeCount,EmployeeNumber,Over18,Batch_ID,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,Attrition
47,337,11,College,Low,Very High,5,Medium,6,13,Excellent,High,80,1,0,6,Bad,8,1,258,Y,1,Non-Travel,Sales,Medical,Male,Research Director,Married,No,9680,Yes
32,1104,2,Doctor,Low,Very High,3,Medium,6,20,Excellent,Low,80,2,1,6,Bad,3,1,259,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Sales Executive,Divorced,Yes,5269,No
36,493,25,Bachelor,Very High,Very High,3,High,3,23,Outstanding,Very High,80,0,15,5,Better,7,1,260,Y,1,Travel_Frequently,Research & Development,Other,Male,Healthcare Representative,Single,No,9815,No
41,1105,11,Bachelor,High,Low,5,High,4,16,Excellent,High,80,3,14,6,Bad,9,1,261,Y,1,Non-Travel,Sales,Human Resources,Male,Sales Representative,Divorced,Yes,6327,Yes
42,1445,10,College,Low,High,5,Medium,2,17,Outstanding,Medium,80,1,14,6,Good,6,1,262,Y,1,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,Yes,5785,No
24,1148,27,Doctor,Low,Medium,1,Low,4,22,Excellent,Medium,80,3,16,4,Better,13,1,263,Y,1,Travel_Rarely,Human Resources,Human Resources,Male,Laboratory Technician,Divorced,No,2000,Yes
36,1170,17,College,Medium,High,1,High,0,14,Outstanding,High,80,3,6,6,Good,14,1,264,Y,1,Non-Travel,Sales,Technical Degree,Male,Manager,Married,Yes,8359,No
43,700,5,Bachelor,Very High,Very High,3,Very High,4,23,Excellent,Low,80,2,20,3,Good,8,1,265,Y,1,Travel_Rarely,Sales,Human Resources,Male,Research Scientist,Single,Yes,4257,No
35,780,15,Below College,Low,Very High,4,Low,4,17,Low,Low,80,1,20,5,Good,0,1,266,Y,1,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,No,9806,Yes
27,646,14,Doctor,Very High,High,1,Very High,4,16,Excellent,High,80,1,13,2,Bad,0,1,267,Y,1,Non-Travel,Sales,Marketing,Female,Laboratory Technician,Single,Yes,7595,No
28,377,3,Doctor,Low,Very High,1,Medium,2,11,Excellent,Low,80,0,11,5,Better,8,1,268,Y,1,Non-Travel,Sales,Medical,Male,Manager,Divorced,Yes,6890,No
39,1195,2,Bachelor,Very High,Medium,3,Very High,9,22,Excellent,Low,80,3,11,3,Bad,4,1,269,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Divorced,No,2000,No
41,115,18,Below College,Low,High,2,Very High,4,13,Excellent,Very High,80,1,0,2,Bad,6,1,270,Y,1,Travel_Frequently,Sales,Other,Male,Sales Representative,Married,Yes,3757,No
46,712,12,Bachelor,Very High,Low,3,High,5,13,Low,Low,80,1,9,5,Better,12,1,271,Y,1,Non-Travel,Human Resources,Marketing,Female,Healthcare Representative,Divorced,Yes,9097,No
35,922,18,Master,Low,High,2,High,1,19,Excellent,Medium,80,2,7,2,Good,1,1,272,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Human Resources,Single,No,9071,No
35,1490,3,Below College,Low,High,1,Medium,2,14,Excellent,Medium,80,3,6,3,Bad,0,1,273,Y,1,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,Yes,4757,No
42,678,7,Master,Very High,Low,4,Low,2,14,Excellent,Medium,80,3,0,4,Best,11,1,274,Y,1,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,No,9840,Yes
31,923,10,Bachelor,Medium,Very High,4,Medium,5,15,Excellent,Medium,80,0,18,0,Best,0,1,275,Y,1,Non-Travel,Human Resources,Life Sciences,Male,Healthcare Representative,Married,No,6231,Yes
36,343,14,College,Low,Medium,3,High,6,17,Excellent,Very High,80,1,8,4,Better,16,1,276,Y,1,Travel_Rarely,Research & Development,Medical,Female,Human Resources,Single,No,6222,No
27,166,27,Below College,Medium,Medium,3,Low,4,17,Excellent,High,80,1,9,6,Better,1,1,277,Y,1,Travel_Rarely,Human Resources,Medical,Male,Sales Representative,Married,Yes,5996,Yes
18,976,22,Master,High,Medium,2,High,0,25,Excellent,Medium,80,3,2,3,Better,11,1,278,Y,1,Non-Travel,Sales,Medical,Male,Laboratory Technician,Divorced,Yes,8786,No
31,961,16,Below College,Low,High,1,High,6,19,Excellent,Low,80,1,15,0,Good,16,1,279,Y,1,Non-Travel,Sales,Other,Male,Manufacturing Director,Divorced,Yes,2000,Yes
35,1205,23,Doctor,High,Very High,1,Low,4,16,Excellent,Medium,80,0,14,0,Better,9,1,280,Y,1,Travel_Rarely,Sales,Other,Male,Healthcare Representative,Single,Yes,17106,Yes
38,1287,21,College,Low,High,4,Low,0,19,Excellent,Very High,80,2,8,1,Good,9,1,281,Y,1,Travel_Rarely,Human Resources,Other,Male,Manufacturing Director,Single,Yes,8614,Yes
33,1165,1,Master,Very High,Low,1,Medium,3,18,Outstanding,Low,80,2,10,3,Best,1,1,282,Y,1,Travel_Frequently,Research & Development,Medical,Male,Manager,Divorced,No,9071,No
30,1255,28,Master,Very High,High,1,Medium,9,19,Excellent,Medium,80,0,5,5,Best,0,1,283,Y,1,Travel_Frequently,Research & Development,Marketing,Female,Research Director,Single,Yes,11208,Yes
37,664,4,Doctor,Very High,Very High,4,Very High,4,22,Excellent,High,80,1,14,0,Better,0,1,284,Y,1,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,Yes,13927,No
35,1428,11,Master,Low,Low,1,Very High,6,14,Outstanding,Very High,80,3,3,1,Best,5,1,285,Y,1,Travel_Rarely,Human Resources,Other,Female,Manufacturing Director,Divorced,Yes,2000,Yes
25,391,7,Below College,Low,Very High,2,Medium,3,14,Low,High,80,2,2,5,Best,12,1,286,Y,1,Travel_Frequently,Research & Development,Human Resources,Female,Manufacturing Director,Married,No,10838,No
39,1494,17,College,Medium,Very High,5,High,9,14,Excellent,Medium,80,3,13,5,Bad,5,1,287,Y,1,Travel_Frequently,Human Resources,Technical Degree,Female,Research Director,Married,Yes,18535,No
37,1332,16,Master,Very High,High,1,Very High,0,16,Excellent,Very High,80,2,11,6,Better,9,1,288,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Healthcare Representative,Divorced,No,4921,Yes
26,594,4,Doctor,Very High,Medium,4,Low,6,25,Excellent,Very High,80,0,4,4,Bad,6,1,289,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Sales Representative,Single,Yes,2366,Yes
16,1055,16,Bachelor,High,Medium,3,Low,5,15,Excellent,Very High,80,0,9,2,Better,6,1,290,Y,1,Travel_Frequently,Research & Development,Medical,Female,Research Director,Divorced,Yes,6469,Yes
46,197,24,Master,Medium,High,4,Low,0,23,Excellent,Medium,80,0,20,3,Good,21,1,291,Y,1,Travel_Frequently,Human Resources,Human Resources,Male,Healthcare Representative,Single,Yes,5537,Yes
43,818,24,Bachelor,High,Low,3,Very High,8,14,Excellent,Low,80,2,20,3,Bad,0,1,292,Y,1,Travel_Rarely,Research & Development,Other,Male,Research Director,Divorced,No,2000,Yes
32,1479,5,Bachelor,Low,Medium,5,Very High,8,20,Excellent,Low,80,2,4,3,Bad,2,1,293,Y,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,No,12962,No
54,1046,15,College,Medium,Medium,3,Very High,1,21,Outstanding,Very High,80,1,9,0,Best,0,1,294,Y,1,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Divorced,Yes,2000,No
43,495,5,Below College,Very High,Low,2,Very High,8,19,Excellent,Low,80,2,10,2,Good,10,1,295,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Human Resources,Married,No,9181,No
34,368,14,College,High,Medium,1,Very High,8,19,Excellent,Very High,80,1,5,0,Good,13,1,296,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Research Scientist,Married,Yes,8035,No
23,352,27,Bachelor,High,Low,5,Very High,6,25,Excellent,Very High,80,1,18,6,Good,0,1,297,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Manufacturing Director,Married,Yes,11673,No
33,1056,16,Bachelor,High,Very High,1,High,9,20,Excellent,Very High,80,2,8,4,Good,13,1,298,Y,1,Travel_Frequently,Research & Development,Other,Female,Manufacturing Director,Divorced,Yes,3442,No
36,485,4,Below College,Medium,Low,5,High,0,23,Outstanding,Very High,80,3,28,1,Good,15,1,299,Y,1,Travel_Rarely,Human Resources,Life Sciences,Female,Laboratory Technician,Single,No,9532,No
45,379,8,College,High,Medium,1,High,2,12,Excellent,High,80,3,4,4,Bad,0,1,300,Y,1,Travel_Frequently,Human Resources,Medical,Male,Healthcare Representative,Single,Yes,11349,No
42,843,10,Doctor,High,Very High,5,Medium,1,15,Excellent,Medium,80,3,19,5,Bad,0,1,301,Y,1,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Single,Yes,11717,No
34,1221,18,Below College,Low,Very High,3,Medium,0,17,Excellent,Low,80,1,27,1,Bad,3,1,302,Y,1,Travel_Frequently,Sales,Marketing,Male,Laboratory Technician,Divorced,No,5758,Yes
37,1466,8,Master,Medium,Low,4,Very High,8,20,Excellent,High,80,3,16,2,Bad,0,1,303,Y,1,Travel_Rarely,Human Resources,Marketing,Female,Research Director,Married,No,20000,Yes
32,1032,25,Bachelor,Very High,High,3,Low,5,20,Outstanding,Medium,80,2,1,2,Best,4,1,304,Y,1,Travel_Frequently,Sales,Other,Female,Sales Representative,Married,Yes,4230,Yes
46,178,26,Doctor,Medium,High,4,Low,9,25,Excellent,Medium,80,0,20,4,Good,2,1,305,Y,1,Travel_Rarely,Research & Development,Medical,Male,Sales Executive,Divorced,No,11529,Yes
43,251,16,Doctor,Medium,Medium,3,Low,7,14,Excellent,Low,80,2,11,6,Good,14,1,306,Y,1,Non-Travel,Research & Development,Life Sciences,Female,Sales Executive,Divorced,No,4368,Yes
32,274,18,College,Medium,Low,4,Medium,8,20,Excellent,Medium,80,1,21,1,Good,2,1,307,Y,1,Travel_Rarely,Sales,Technical Degree,Male,Laboratory Technician,Divorced,No,2964,No
35,120,29,Master,Very High,Low,3,Low,6,17,Excellent,Very High,80,0,27,1,Good,15,1,308,Y,1,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,Yes,2639,Yes
31,1498,10,Below College,Low,Very High,1,High,1,23,Excellent,Medium,80,0,26,2,Good,0,1,309,Y,1,Non-Travel,Human Resources,Other,Male,Healthcare Representative,Divorced,No,4354,Yes
31,1035,4,Doctor,Very High,High,5,High,2,21,Excellent,Very High,80,3,9,3,Good,9,1,310,Y,1,Non-Travel,Research & Development,Other,Female,Sales Representative,Single,No,10813,No
43,920,13,Doctor,Medium,Low,3,Very High,9,25,Outstanding,Low,80,0,0,5,Bad,7,1,311,Y,1,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,No,2000,No
41,397,24,Bachelor,Medium,Very High,4,Low,3,18,Excellent,Medium,80,2,23,6,Better,14,1,312,Y,1,Travel_Frequently,Sales,Human Resources,Male,Sales Representative,Married,Yes,17221,Yes
37,1048,20,Master,Low,Low,4,High,2,15,Excellent,Medium,80,1,0,3,Best,4,1,313,Y,1,Non-Travel,Sales,Marketing,Male,Sales Representative,Divorced,No,6407,Yes
31,805,6,Bachelor,High,Medium,2,High,1,14,Excellent,High,80,0,16,1,Bad,10,1,314,Y,1,Travel_Rarely,Human Resources,Life Sciences,Male,Sales Representative,Married,No,11585,No
38,307,26,Doctor,Medium,Low,2,Very High,4,18,Excellent,Low,80,2,18,3,Bad,9,1,315,Y,1,Non-Travel,Research & Development,Marketing,Male,Sales Executive,Married,No,4860,No
28,1225,4,Master,High,Medium,4,Very High,8,15,Excellent,Very High,80,3,12,0,Good,5,1,316,Y,1,Non-Travel,Sales,Marketing,Male,Manufacturing Director,Single,Yes,13618,No
33,775,10,Master,Medium,Very High,1,High,5,15,Excellent,Low,80,3,8,5,Best,4,1,317,Y,1,Travel_Frequently,Research & Development,Technical Degree,Female,Healthcare Representative,Single,Yes,8746,Yes
43,651,17,College,Low,Medium,1,Medium,1,20,Excellent,Low,80,0,22,5,Best,12,1,318,Y,1,Travel_Rarely,Sales,Human Resources,Female,Manager,Married,Yes,8423,No
51,1303,15,Doctor,High,Medium,4,Very High,7,13,Excellent,High,80,3,13,0,Best,6,1,319,Y,1,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,Yes,12605,No
33,613,13,College,Low,Very High,3,Low,0,19,Excellent,Low,80,0,0,6,Bad,1,1,320,Y,1,Non-Travel,Sales,Human Resources,Female,Research Director,Single,No,3807,Yes
19,214,14,Below College,Very High,Very High,1,Very High,6,18,Excellent,High,80,2,2,5,Bad,13,1,321,Y,1,Travel_Frequently,Human Resources,Medical,Male,Research Director,Divorced,No,3978,No
30,979,20,Bachelor,Very High,Very High,5,Medium,4,13,Excellent,Medium,80,1,14,0,Good,11,1,322,Y,1,Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced,No,18100,No
46,419,21,Below College,Low,Very High,5,High,6,14,Excellent,Medium,80,0,10,4,Better,10,1,323,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Research Director,Single,No,20000,No
36,311,3,Doctor,Medium,Very High,1,Low,1,25,Low,Low,80,3,5,5,Best,17,1,324,Y,1,Non-Travel,Human Resources,Other,Male,Laboratory Technician,Divorced,No,16345,Yes
49,1345,10,Master,Low,High,4,High,9,22,Excellent,Medium,80,0,6,0,Good,3,1,325,Y,1,Travel_Frequently,Sales,Other,Female,Sales Representative,Divorced,Yes,2000,No
26,634,3,College,High,Low,4,High,9,24,Good,Medium,80,0,15,1,Best,21,1,326,Y,1,Non-Travel,Human Resources,Life Sciences,Female,Human Resources,Divorced,No,6342,No
43,1168,12,College,Very High,Low,5,Low,9,15,Excellent,Low,80,1,8,2,Best,8,1,327,Y,1,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,No,9987,Yes
53,262,5,Doctor,Medium,Low,4,Low,7,11,Outstanding,Very High,80,1,4,1,Bad,0,1,328,Y,1,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,9606,Yes
52,1163,26,College,Low,Low,5,High,7,20,Low,Low,80,3,17,4,Bad,2,1,329,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Married,No,7447,No
23,112,8,Bachelor,Low,Very High,2,Very High,5,12,Excellent,High,80,2,28,2,Bad,7,1,330,Y,1,Non-Travel,Human Resources,Human Resources,Female,Human Resources,Single,Yes,11158,Yes
30,1294,29,Bachelor,Very High,Very High,3,Medium,6,22,Excellent,Medium,80,3,22,4,Bad,0,1,331,Y,1,Travel_Frequently,Research & Development,Technical Degree,Male,Manager,Single,Yes,13101,No
32,1246,5,Below College,Low,Medium,3,High,3,15,Low,High,80,1,13,2,Bad,2,1,332,Y,1,Travel_Frequently,Human Resources,Medical,Female,Sales Executive,Divorced,No,2000,No
37,688,4,Master,Medium,Very High,3,High,2,17,Excellent,Very High,80,1,11,5,Good,3,1,333,Y,1,Non-Travel,Human Resources,Marketing,Female,Research Director,Single,No,2000,No
29,216,10,Bachelor,Medium,High,5,Very High,6,11,Excellent,Medium,80,2,9,0,Better,10,1,334,Y,1,Non-Travel,Human Resources,Other,Male,Sales Executive,Single,Yes,8805,No
39,1204,27,Doctor,Very High,Very High,3,Low,5,12,Excellent,Medium,80,1,7,5,Better,2,1,335,Y,1,Travel_Frequently,Research & Development,Medical,Female,Sales Executive,Divorced,Yes,10877,Yes
46,861,11,Doctor,Medium,Medium,5,Very High,3,16,Excellent,Very High,80,3,10,5,Best,0,1,336,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,Yes,10512,No
47,367,14,Master,Very High,Low,5,Low,1,21,Excellent,High,80,1,22,1,Bad,8,1,337,Y,1,Travel_Rarely,Sales,Life Sciences,Male,Research Director,Divorced,No,3149,Yes
33,706,20,Master,Medium,Low,2,Very High,4,22,Excellent,Very High,80,1,20,5,Bad,1,1,338,Y,1,Travel_Frequently,Sales,Human Resources,Male,Manufacturing Director,Divorced,No,5361,Yes
34,759,16,Below College,Medium,High,4,Medium,0,21,Good,Low,80,3,17,0,Bad,0,1,339,Y,1,Travel_Frequently,Sales,Human Resources,Female,Human Resources,Divorced,Yes,5245,No
37,380,26,Below College,High,Very High,5,High,8,24,Excellent,Low,80,3,0,0,Better,13,1,340,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Research Director,Single,No,3620,Yes
45,590,28,College,Low,Low,5,Low,6,15,Excellent,High,80,2,2,0,Bad,8,1,341,Y,1,Non-Travel,Human Resources,Technical Degree,Male,Manager,Divorced,Yes,10620,Yes
29,150,16,Below College,Low,Medium,4,High,8,24,Excellent,Medium,80,0,30,1,Better,9,1,342,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Manager,Divorced,No,5270,No
29,538,21,Below College,Medium,High,3,High,5,18,Excellent,Medium,80,1,10,5,Bad,4,1,343,Y,1,Non-Travel,Human Resources,Life Sciences,Male,Sales Representative,Married,No,2000,No
42,556,28,Doctor,Medium,Very High,1,High,9,24,Excellent,Medium,80,0,11,3,Bad,6,1,344,Y,1,Non-Travel,Research & Development,Other,Male,Research Scientist,Divorced,No,10809,No
45,848,5,Below College,Low,Medium,3,Very High,9,18,Excellent,Low,80,1,19,3,Better,10,1,345,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Manufacturing Director,Married,No,8901,Yes
39,314,27,Below College,Medium,Very High,4,Medium,7,17,Excellent,High,80,0,5,1,Bad,0,1,346,Y,1,Travel_Frequently,Human Resources,Other,Male,Laboratory Technician,Divorced,No,10020,No
37,505,14,Bachelor,Very High,Low,3,Very High,1,15,Outstanding,Low,80,2,0,6,Good,15,1,347,Y,1,Travel_Rarely,Human Resources,Life Sciences,Female,Healthcare Representative,Single,Yes,7541,No
30,789,12,College,High,High,4,Very High,4,15,Good,Medium,80,2,18,1,Bad,9,1,348,Y,1,Travel_Rarely,Sales,Human Resources,Female,Manager,Married,No,11049,No
52,324,17,Doctor,Very High,Low,4,High,9,14,Outstanding,Very High,80,0,0,6,Best,8,1,349,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Research Director,Single,Yes,7978,No
29,159,12,Master,Medium,Low,4,Low,2,11,Outstanding,Very High,80,0,14,0,Bad,11,1,350,Y,1,Travel_Rarely,Human Resources,Other,Female,Manager,Divorced,Yes,8482,Yes
42,313,26,College,Very High,High,2,Low,2,18,Outstanding,High,80,3,29,5,Better,7,1,351,Y,1,Travel_Rarely,Research & Development,Life Sciences,Female,Manager,Single,No,12269,Yes
43,1078,15,Bachelor,Medium,Very High,3,Low,9,24,Excellent,Medium,80,2,8,1,Better,5,1,352,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Manufacturing Director,Single,No,2437,Yes
39,447,6,Master,Medium,Low,2,High,7,22,Outstanding,Medium,80,3,11,4,Best,5,1,353,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Research Scientist,Married,No,10191,No
25,353,7,Bachelor,High,Low,4,Low,4,20,Excellent,Low,80,1,21,4,Bad,4,1,354,Y,1,Travel_Rarely,Human Resources,Technical Degree,Female,Research Scientist,Divorced,No,2203,Yes
31,555,17,Doctor,Medium,Low,4,Medium,2,17,Good,Medium,80,0,5,1,Best,0,1,355,Y,1,Non-Travel,Sales,Human Resources,Female,Healthcare Representative,Single,Yes,2000,No
29,434,21,Bachelor,Medium,High,2,Low,9,17,Low,Very High,80,3,18,2,Bad,5,1,356,Y,1,Travel_Frequently,Sales,Other,Female,Research Scientist,Single,Yes,4193,Yes
37,872,6,Bachelor,High,High,3,Low,3,22,Excellent,Very High,80,1,7,4,Better,16,1,357,Y,1,Non-Travel,Research & Development,Medical,Female,Sales Executive,Divorced,Yes,2000,Yes
33,1452,14,Doctor,Very High,Very High,2,High,0,11,Excellent,Medium,80,2,20,3,Bad,6,1,358,Y,1,Travel_Frequently,Sales,Other,Female,Healthcare Representative,Married,Yes,18571,No
14,825,16,Master,Medium,Very High,3,Low,2,23,Outstanding,Very High,80,2,11,2,Better,18,1,359,Y,1,Travel_Rarely,Research & Development,Human Resources,Female,Research Scientist,Married,Yes,2000,Yes
31,181,6,Doctor,High,Low,2,Very High,0,24,Excellent,Medium,80,1,24,4,Good,12,1,360,Y,1,Non-Travel,Human Resources,Human Resources,Female,Healthcare Representative,Married,Yes,3308,No
27,288,12,Doctor,Low,High,4,Very High,3,21,Good,Low,80,0,2,5,Bad,0,1,361,Y,1,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,No,11616,No
43,1377,15,Doctor,Medium,Medium,4,Very High,8,16,Excellent,High,80,3,17,4,Best,2,1,362,Y,1,Travel_Frequently,Sales,Life Sciences,Male,Human Resources,Married,No,12794,No
35,891,10,College,Medium,Medium,5,High,1,15,Excellent,Low,80,2,0,4,Good,1,1,363,Y,1,Non-Travel,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,7064,No
55,113,24,Master,High,Medium,4,Low,0,13,Outstanding,Medium,80,0,4,0,Good,5,1,364,Y,1,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,9880,Yes
33,1326,14,College,Very High,High,3,High,1,17,Excellent,Very High,80,1,0,1,Good,12,1,365,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Human Resources,Married,Yes,6181,Yes
37,1254,15,Doctor,High,Very High,1,Medium,8,17,Excellent,Very High,80,1,14,1,Bad,9,1,366,Y,1,Travel_Rarely,Sales,Life Sciences,Female,Manager,Single,Yes,9289,No
41,213,14,Master,High,Very High,4,High,1,16,Excellent,Medium,80,3,10,0,Bad,10,1,367,Y,1,Travel_Frequently,Human Resources,Technical Degree,Male,Manufacturing Director,Married,Yes,2187,Yes
33,494,5,College,High,High,3,Low,2,21,Excellent,Very High,80,3,9,6,Good,11,1,368,Y,1,Travel_Frequently,Sales,Human Resources,Male,Research Scientist,Divorced,Yes,2000,Yes
32,479,24,Below College,Low,High,1,High,0,24,Excellent,Low,80,0,8,4,Bad,7,1,369,Y,1,Travel_Rarely,Human Resources,Life Sciences,Female,Research Director,Married,Yes,10935,No
32,1386,6,College,Low,Low,4,Very High,4,15,Excellent,Very High,80,1,6,1,Good,13,1,370,Y,1,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,No,14186,Yes
35,534,15,Bachelor,Medium,Low,1,Medium,8,18,Excellent,Low,80,2,9,1,Good,8,1,371,Y,1,Travel_Frequently,Research & Development,Medical,Female,Sales Representative,Married,Yes,13192,No
44,783,25,Master,Low,Medium,5,Low,1,15,Excellent,High,80,0,19,0,Better,0,1,372,Y,1,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,9839,Yes
36,1418,23,Bachelor,High,Low,2,Very High,1,25,Excellent,Low,80,3,16,3,Best,10,1,373,Y,1,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Divorced,Yes,2000,No
23,814,18,Below College,Medium,Low,1,Medium,9,18,Excellent,Medium,80,3,6,2,Better,2,1,374,Y,1,Travel_Frequently,Human Resources,Life Sciences,Male,Manufacturing Director,Divorced,Yes,2516,No
31,1332,1,Doctor,Medium,High,4,Low,7,11,Low,Medium,80,1,9,2,Good,0,1,375,Y,1,Travel_Frequently,Sales,Other,Female,Sales Executive,Single,Yes,5597,Yes
51,167,25,Master,High,High,3,Medium,8,13,Excellent,Medium,80,3,9,4,Good,9,1,376,Y,1,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Single,No,16644,No
27,1467,8,Bachelor,High,Very High,4,Very High,8,20,Excellent,Medium,80,1,14,6,Good,13,1,377,Y,1,Travel_Frequently,Sales,Human Resources,Female,Sales Representative,Single,No,16529,Yes
33,501,8,Bachelor,Medium,Medium,3,High,6,25,Outstanding,High,80,1,6,5,Better,0,1,378,Y,1,Non-Travel,Research & Development,Human Resources,Male,Manufacturing Director,Divorced,No,2000,No
52,1246,27,Doctor,Very High,Medium,3,Low,5,15,Excellent,High,80,0,18,3,Good,6,1,379,Y,1,Non-Travel,Research & Development,Other,Male,Research Scientist,Married,No,16167,Yes
41,717,11,College,High,Low,3,High,3,18,Excellent,High,80,0,0,2,Best,6,1,380,Y,1,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Divorced,Yes,2360,No
39,294,12,Master,Medium,High,1,Medium,6,22,Excellent,Low,80,0,6,5,Better,0,1,381,Y,1,Non-Travel,Research & Development,Medical,Female,Human Resources,Single,No,3243,Yes
15,1227,12,Bachelor,High,Low,5,Medium,0,18,Excellent,High,80,0,29,3,Bad,11,1,382,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Sales Representative,Single,No,6578,No
32,1317,18,Bachelor,Very High,Medium,1,Very High,8,13,Excellent,Low,80,1,0,5,Better,9,1,383,Y,1,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Single,Yes,6909,No
31,234,26,Bachelor,Low,Medium,2,Medium,3,20,Good,High,80,3,22,4,Good,6,1,384,Y,1,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Divorced,Yes,14087,Yes
42,1226,19,Doctor,Very High,Medium,4,Very High,3,23,Excellent,High,80,2,15,1,Bad,0,1,385,Y,1,Travel_Frequently,Human Resources,Other,Male,Manager,Single,Yes,7294,No
35,609,1,Bachelor,High,Low,3,Medium,5,21,Excellent,High,80,2,14,4,Best,17,1,386,Y,1,Non-Travel,Human Resources,Marketing,Male,Manager,Married,Yes,4351,No
38,1079,5,College,Medium,Medium,1,Low,8,24,Excellent,Low,80,2,2,3,Good,8,1,387,Y,1,Travel_Frequently,Human Resources,Technical Degree,Male,Healthcare Representative,Divorced,No,8617,Yes
33,493,23,Doctor,Very High,Low,1,Very High,8,25,Excellent,Low,80,2,0,2,Good,10,1,388,Y,1,Non-Travel,Sales,Human Resources,Male,Research Director,Married,No,6842,Yes
39,1290,10,Bachelor,Very High,High,1,Low,7,23,Excellent,Low,80,0,8,3,Good,8,1,389,Y,1,Travel_Frequently,Research & Development,Other,Male,Manufacturing Director,Divorced,No,2000,Yes
44,758,15,College,High,Very High,2,Medium,9,22,Excellent,High,80,3,6,1,Better,14,1,390,Y,1,Travel_Frequently,Sales,Human Resources,Male,Human Resources,Married,Yes,2502,No
37,650,15,Below College,Low,Medium,2,Very High,0,12,Outstanding,Medium,80,0,2,1,Better,0,1,391,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Manufacturing Director,Single,Yes,7709,No
45,609,19,Master,Low,Medium,4,Low,2,24,Excellent,High,80,1,14,4,Bad,0,1,392,Y,1,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,No,2330,Yes
43,608,18,Doctor,Low,Medium,1,High,4,20,Excellent,High,80,1,14,6,Good,14,1,393,Y,1,Non-Travel,Research & Development,Human Resources,Male,Research Director,Divorced,No,7706,No
45,377,6,College,High,Low,5,Low,6,13,Outstanding,Low,80,1,27,6,Good,16,1,394,Y,1,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Divorced,Yes,4737,Yes
37,919,23,College,Very High,Low,5,Medium,9,18,Excellent,Low,80,1,0,6,Bad,1,1,395,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Divorced,No,12469,No
35,915,20,Master,Medium,High,4,Very High,2,23,Outstanding,Very High,80,0,4,5,Good,7,1,396,Y,1,Non-Travel,Human Resources,Marketing,Male,Manager,Married,Yes,5484,No
